model,type,size_b,sample_id,prompt_len,generated_len,mean_entropy,tail_entropy,rep_ratio,text
tiiuae/falcon-rw-1b,Base,1.0,12,473,48,2.525618929454746,2.688595620294412,0.06666666666666667,"Guns N' Roses are performing this promo during the filming of their 1980/1981 movie, The Sweetheart of the Rodeo.
Guns N' Roses is only performing this promo for that movie.

Guns N"
tiiuae/falcon-rw-1b,Base,1.0,13,410,48,1.9143759314902127,2.280938064058622,0.0," Yes Random House Tower is used for real estate.
Evidence:
Music tie-in: A music tie-in is a collaboration between a product (e.g. brand or service) and a non-profit organization or performing artist"
tiiuae/falcon-rw-1b,Base,1.0,14,337,48,2.29617000737926,1.5203218389457713,0.0,".
Football Team: Sheffield United is a football team who play in the English Championship. They are managed by Chris Wilder. 
FA Cup Quarter Final
Manchester United faced Blackburn Rovers at Bramall Lane in what date?
"
tiiuae/falcon-rw-1b,Base,1.0,15,325,48,2.1808113241568208,2.101161390542984,0.022222222222222223," Population of Brown State Fishing Lake is 36499.
Further information related to this question can be found here.
Question: If Osage State Fishing Lake is located between two cities, it must also be located in a _________________ area"
tiiuae/falcon-rw-1b,Base,1.0,16,403,48,2.4139055142489574,1.915456843872865,0.0,"
Ø Atlantic Ten: The Atlantic-10 Conference was founded in 1995 as the Colonial Athletic Association was expanding beyond its traditional member institutions (approx. 6).
* Horizon League: The Horizon League was formed in 1977, with 8"
tiiuae/falcon-rw-1b,Base,1.0,17,392,48,2.020086195804955,1.8820345165828865,0.0," No. Giuseppe Verdi is an Italian composer. Ambroise Thomas (1545–1616) is an French Opera composer.
Rieussec: Rieussec is a Champagne producer that was founded in 18"
tiiuae/falcon-rw-1b,Base,1.0,18,438,48,2.5389817133545876,2.077778846025467,0.0," Early in the Reagan presidency, and later during the Carter administration, he was an advisor on health issues. In the 1996 election for President, he ran for the California’s 42nd District House of Representatives and lost. However, he"
tiiuae/falcon-rw-1b,Base,1.0,19,261,48,2.2713599676208105,2.210717161030819,0.0," Henry Roth. There are a number of references to Roth’s novel All the King’s Men, which brings us to questioner #2. Mary Alden Osgood Childers is the children of a wealthy Boston family and"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,Instruct,1.1,0,445,31,0.7956060306610344,0.9716189365301814,0.0,"No, Scott Derrickson is an American film director, screenwriter, and producer while Ed Wood is a cult filmmaker from the United States."
TinyLlama/TinyLlama-1.1B-Chat-v1.0,Instruct,1.1,1,497,48,1.743043849982011,2.633197774489721,0.044444444444444446,"In the film version of Kiss and Tell, Ava Gardner played the role of Corliss Archer, one of the six characters, including Corliss Archer herself, who each listened to one side of a love-"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,Instruct,1.1,2,577,48,1.8838727133176387,2.3671486942524402,0.0,"The Hork-Bajir Chronicles by K. A. Applegate

Appropriate answer format: Remember, the best question for the handout is always clear and concise. The actual question you see there is,"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,Instruct,1.1,3,530,48,0.7276851165176291,1.3591218386039448,0.06666666666666667,"No, the Laleli Mosque and Esma Sultan Mansion are not located in the same neighborhood. The Laleli Mosque is located in the Laleli neighborhood, which is a suburb of Constantinople (modern"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,Instruct,1.1,4,387,7,1.1245960078335233,0.7978799939155579,0.0,"Kingston, New York."
TinyLlama/TinyLlama-1.1B-Chat-v1.0,Instruct,1.1,5,484,44,1.304447626585236,1.3878879702904008,0.0,"WINNER

Based on the evidence presented, which title of the group's debut album won first place on ""M Countdown"" and was first placed on the Korean music charts since their debut?"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,Instruct,1.1,6,476,26,2.210276699051834,2.1694484750429788,0.0,"Aladin is an inspiration for improvement in various fields, and his approach to improving the performance of organizations and individuals."
TinyLlama/TinyLlama-1.1B-Chat-v1.0,Instruct,1.1,7,502,48,0.9361957233728996,1.4983453905830781,0.0,"The arena where the Lewiston Maineiacs played their home games can seat 2011-12 QMJHL season, with a max seating capacity of 17,069. The current"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,Instruct,1.1,8,513,48,0.34205432875175273,0.05690818922994367,0.044444444444444446,"
Terry Richardson is older than Annie Morton.  Richardson was born on August 14, 1965, while Annie Morton was born on October 8, 1970"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,Instruct,1.1,9,450,25,0.5701793815998826,0.3553299581011136,0.0,Yes. Mendocino County GMO Ban and United States Senate election in Illinois are both from the United States.
TinyLlama/TinyLlama-1.1B-Chat-v1.0,Instruct,1.1,10,563,48,1.4678057795038815,0.5510074464133746,0.06666666666666667,"University of Missouri-Kansas City Fight Song

Questions 2 - 6:
1. The Lake at Columbia Tower Plaza: Located in downtown Columbia, South Carolina, the Lake at Columbia Tower Plaza"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,Instruct,1.1,11,461,18,0.6830526112575576,0.48665899550542235,0.0,"David Weissman co-wrote the screenplay for ""The Family Man""."
TinyLlama/TinyLlama-1.1B-Chat-v1.0,Instruct,1.1,12,576,9,0.9361735475961015,1.5051790475845337,0.0,The year was 1986
TinyLlama/TinyLlama-1.1B-Chat-v1.0,Instruct,1.1,13,484,48,0.7244262235793334,0.9178166414494626,0.0,"Yes, Random House Tower and 888 7th Avenue are both used for real estate.

Evidence: 
Random House Tower, commonly known as Random House, is a skyscraper in Midtown"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,Instruct,1.1,14,439,48,1.1914369326295855,0.899748947903087,0.0,"David Beckham was introduced to Sir Matt Busby by John Houlding in the mid-1980s. Manchester United won the First Division title in the 1985–86 season under Busby, who"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,Instruct,1.1,15,393,21,1.110132398023173,1.7256101965904236,0.0, Brown State Fishing Lake is in a country that has a population of 14 million.
TinyLlama/TinyLlama-1.1B-Chat-v1.0,Instruct,1.1,16,521,6,0.860557215870358,0.6074978709220886,0.0,The America East Conference.
TinyLlama/TinyLlama-1.1B-Chat-v1.0,Instruct,1.1,17,428,48,0.8348295999736971,0.7817990627954714,0.13333333333333333,"No, Giuseppe Verdi and Ambroise Thomas are not the same person. Both Giuseppe Verdi and Ambroise Thomas are Italian composers, but they lived and worked in very different periods. Giuseppe Verdi lived from 18"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,Instruct,1.1,18,538,33,0.9512133377010645,0.25250458689333755,0.0,"The answer is the President of the United States during President Richard M. Nixon's administration, 1969 to 1974."
TinyLlama/TinyLlama-1.1B-Chat-v1.0,Instruct,1.1,19,312,48,1.9598518412628134,1.835374664592867,0.0,"Henry Roth
Cause of Death: Sherwood Forest (UK): Sherwood Forest in Nottinghamshire is a large woodland area in England, especially famous for being the location of Robin Hood legend. The area is known for"
facebook/opt-1.3b,Base,1.3,0,373,48,2.236050577252172,2.5228655779113374,0.0," Yes.  Derrickson is from Washington D.C., while Wood is from Tyler, Texas.

Question: How many years was Ben Burtt acting as the real life Ed Wood?
Answer: Bruce of King of U"
facebook/opt-1.3b,Base,1.3,1,376,48,2.462553620687686,3.058774625261625,0.0," Betty Buss was born in Milwaukee, Wisconsin on April 20, 1912. She grew up in Marietta, Georgia, where her father was general manager of Marietta. She and her two brothers, Gordon and Walter, were sc"
facebook/opt-1.3b,Base,1.3,2,498,48,4.128348158439621,4.135950764020284,0.0," Three Questions About Science Fiction Young Adult Series (Kutanka, The Raven Cycle, Shadowshaper, The Immortal or Nesenaga, Clockwork City, Children of the Dream, City of Ashes, Wicked Spy, Forgotten Kingdoms, Am"
facebook/opt-1.3b,Base,1.3,3,467,48,2.962070571258664,3.7327035708973804,0.0," In Wikipedia's article on ""Libya"", it mentions that in 1906, when Esma Sultan came to power, the home and the mosque that she lived at were demolished by the British for the construction of the Afsheer Pasha Street"
facebook/opt-1.3b,Base,1.3,4,315,42,1.0637703035026789,0.9717167029157281,0.2564102564102564," The director of the romantic comedy ""Big Stone Gap"" is based in what New York city?
-Answer: the director of the romantic comedy ""Big Stone Gap"" is based in New York city!"
facebook/opt-1.3b,Base,1.3,5,412,48,2.919041970046237,2.8603946765263877,0.0," WINNER!

*The above question is being checked for typos. If you need clarification, please contact us. The questions will be cancelled once your answers have been verified by ANES. The answers to the above question will not"
facebook/opt-1.3b,Base,1.3,6,410,48,3.015110741291816,2.6107213459908962,0.0," Aladin Sasnup/Eenasul Fateh

Further, elective management courses, intended to prepare management candidates for future corporate leadership positions, can help students prepare their knowledge to succeed as a member of a management team."
facebook/opt-1.3b,Base,1.3,7,395,48,3.200796786462888,3.005199005206426,0.0," Each Visions Plus Centre seats up to 2,426 seats at a reduced capacity of 3,217.  That is 2,426 people and 102 people which mean the cheapest tickets are only $17.25.  The lowest price for"
facebook/opt-1.3b,Base,1.3,8,417,39,2.2422364930120797,2.540429370270835,0.0," Annie Morton is younger, but Richardson is much older, having been photographed during Terry's lifetime.

References

External links
 Official website of Terry Richardson


 Terry Richardson's website"
facebook/opt-1.3b,Base,1.3,9,376,48,2.4341686163873724,1.9668763320272167,0.0, No.  Both Local H and For Against are from the United Kingdom.  Only the question is part of the United States.  The absence of a town or city is not evidence of the U.S. being part of Britain.
facebook/opt-1.3b,Base,1.3,10,495,9,3.471074084440867,3.1061814725399017,0.0," ""The Big 8"".

References"
facebook/opt-1.3b,Base,1.3,11,370,48,2.127436852606479,2.6868572620054088,0.0," David Weissman.

Proof:
Isaac Newton: Isaac Newton was a British mathematician born in 1558, the world-renowned co-discoverer of planetary and other aspects of astronomical mechanics, the father of space and"
facebook/opt-1.3b,Base,1.3,12,474,48,2.369993401613707,2.216680428634087,0.022222222222222223," The year was 1989.
It has been documented by the Guinness Book of World Records that Guns N' Roses performed on an American television show called Twilight Zone: The Movie.  An ad for Guns N' Roses appeared on this show on"
facebook/opt-1.3b,Base,1.3,13,411,48,1.7247695550322533,1.9040342966715496,0.1111111111111111,"
1) Random House Tower 708 Lexington Avenue is part of Random House, which is one of the world's largest and most profitable publishing houses.
2) Random House Tower 708 Lexington Avenue does not have the exact same use as"
facebook/opt-1.3b,Base,1.3,14,338,48,1.6358347499044612,1.0698264706879854,0.0," David Beckham, an English football player who joined Manchester United as a 17-year-old in 1988.

Evidence:
David Beckham (born 13 August 1985) is an English footballer who plays as a forward for the England national team"
facebook/opt-1.3b,Base,1.3,15,326,48,2.8438658515612283,2.7776616464058557,0.0," 36 people in the US

Conclusion: There are many Canadian lakes that carry the name fishing lake. Although the lake is only a few kilometers away from the state line and is a fairly shallow inland lake, it is a fishery lake"
facebook/opt-1.3b,Base,1.3,16,404,48,2.1566770342954746,2.4493664043645063,0.044444444444444446," the Northeast-10.

Question: How many individuals were invited to the National Invitation Tournament last year?
Answer: 32.

Question: In addition to the players on the team, how many individuals were not invited to"
facebook/opt-1.3b,Base,1.3,17,393,48,2.6760961334075546,3.190296729405721,0.044444444444444446,"
Yes, Giuseppe Verdi was a composer of opera and his compositions were published in a number of major European opera companies, including Giuseppe Verdi's own, the Milanese Operatic Company (MG), and most of"
facebook/opt-1.3b,Base,1.3,18,439,48,1.8403532361068453,0.9745881602478524,0.044444444444444446,"  During the administration of a president that served during what years?  (10 points)
Answer:  President Abraham Lincoln served from 1861 to 1865.  President Andrew Johnson served from 1863 to 1865.  President Lyndon B. Johnson served"
facebook/opt-1.3b,Base,1.3,19,262,48,2.3285087536399565,1.8041583510736625,0.08888888888888889," Define “writer”. If you define a writer by a college degree/professional position in the Western publishing industry, a book, articles, etc., etc., then Henry Roth, for sure. If you define a writer by"
tiiuae/falcon-7b,Base,7.0,0,396,48,2.5968073924886994,2.60729705914855,0.0," The question is - Given a choice, would it be possible to answer 'Yes'?
The following HTML text is pasted from the question No, this isn't possible to answer. You can use this in order to help"
tiiuae/falcon-7b,Base,7.0,1,429,7,2.3429456523486545,1.9321438074111938,0.0, She was the Ambassador to Ghana
tiiuae/falcon-7b,Base,7.0,2,521,48,2.1270058455217318,2.739730332590019,0.0," The Hork-Bajir Chronicles, an event that happens before ""The Pretender"" which was referred to in one of the questions Are we allowed to send a black screen? I don't really see how it would"
tiiuae/falcon-7b,Base,7.0,3,498,48,2.2290115188031145,2.5984251955524087,0.0," YES

Evidence: Lale Mosque (Ottoman Turkish: Laleli Müzesi, Lalel Agha Camii, French: Mosque Laleli, Mosquée Lala. It was built by Koca Sinan P"
tiiuae/falcon-7b,Base,7.0,4,334,5,1.9897496700286865,2.2312543392181396,0.0, New York City.
tiiuae/falcon-7b,Base,7.0,5,447,48,3.069046400176982,2.6057989597320557,0.0," YG entertainment.

Doyoung I. His Korean Name (Do Young), Kpop! …

A large part of K-pop fans do not understand the differences between Korean and English names. Actually,"
tiiuae/falcon-7b,Base,7.0,6,436,48,1.375955647265073,2.3743123464907208,0.0," Eneasul Fateh, better known as Aladin, is a Bangladeshi-British cultural practitioner, magician, live artist and former international management consultant.

Aladin's true identity was not known at the time of"
tiiuae/falcon-7b,Base,7.0,7,423,48,2.214184388091477,3.5075552463531494,0.0," Robins Center: 7,201 – the Lewiston Maineiacs played their home games in a basketball arena Robins Center located in Richmond Virginia.

The question and answer are not complete. I think if you actually define"
tiiuae/falcon-7b,Base,7.0,8,448,48,2.113345270821204,2.409200898061196,0.0,"
According to the evidence given, it seems that the answer must be ""Annie Morton"" because Terry Richardson has just 9 years age difference whereas Annie Morton is supposed to be 45 and Terry Richardson is 38.

But"
tiiuae/falcon-7b,Base,7.0,9,387,48,2.8907598140649498,3.3128880063692727,0.0," True

Question: Why do you think both groups played a part in the passage of the proposal?
Answer: Passage of this ban was widely considered by groups as a way of keeping the community resilient to the impact of GM practices by"
tiiuae/falcon-7b,Base,7.0,10,512,48,2.718585643762102,2.766466791431109,0.0," The fight song is Yellow Jacket Rag, which was originally called Battle Cry of Kansas, written in 1860 by George Copeland.  (""In 1860, two years after the University was founded, Professor L.D. Hay"
tiiuae/falcon-7b,Base,7.0,11,399,48,1.782340194253872,0.8252608912686507,0.0," David Weissman wrote the film.  Specifically the film was ""The Family Man"" which was directed by Brett Ratner.

Question: What industrial rock band recorded their debut album Ungod in 1994?
Answer:"
tiiuae/falcon-7b,Base,7.0,12,497,48,2.148107662486533,2.023625511676073,0.0," 1988

 When you answer the question, find out what year the movie ""The Running Man"" starring Arnold Schwarzenegger was released.

 The Running Man (1987)

 Answer: What was the name of"
tiiuae/falcon-7b,Base,7.0,13,424,48,2.94016917484502,2.1168625640372434,0.0,"No real estate investments were made in these buildings. Answer with context.

2). What is the main type of prediction?
Answer: Support the prediction by using an example.

3)Explain fully.
Answer:"
tiiuae/falcon-7b,Base,7.0,14,374,15,1.720632928609848,1.0789248247941334,0.0, 1995-1996 / 1993-1994
tiiuae/falcon-7b,Base,7.0,15,345,45,1.6999358881678845,1.4964515695517713,0.16666666666666666," Brown State Fishing Lake has a population of 152375 inhabitants.

Evidence:
Neosho State Fishing Lake has a population of 549 inhabitants.  Lake McKinley has a population of 435 inhabitants."
tiiuae/falcon-7b,Base,7.0,16,448,16,1.83390424400568,1.432700639590621,0.0," North Atlantic Conference (in 2013 it became America East)
"
tiiuae/falcon-7b,Base,7.0,17,398,48,2.9884671474962183,2.30300549355646,0.0,"
Yes Both of them are Opera Composers

E) An Illicit love affair between these two Star actors:

Evidence:
Mariachi tragedy: The Mariachi Tragedy occurred in 1934 and involved the feud"
tiiuae/falcon-7b,Base,7.0,18,472,48,2.735438620361189,3.079839756091436,0.0,"
Historically he served under Dwight D. Eisenhower, 1956-1960. While this time frame is deemed accurate and sufficient, if you are unclear of the answer you can also obtain partial credit by writing: “The correct"
tiiuae/falcon-7b,Base,7.0,19,280,48,2.3513602153398097,2.742037517329057,0.0," Robert Erskine Childers.

Assume nothing. Stay focused. Answer the actual question. Conclude with something like “you” or “I”, or “you have now successfully answered the first question about the"
tiiuae/falcon-7b-instruct,Instruct,7.0,0,396,26,0.6423529291955324,0.7600152666370074,0.0," No, they were not of the same nationality. Derrickson is of American nationality, while Wood was of English nationality."
tiiuae/falcon-7b-instruct,Instruct,7.0,1,429,23,1.2588733672366843,0.5129245072603226,0.0, Janet Waldo held the position of Senior Presidential Aide to President Dwight D. Eisenhower in Kiss and Tell.
tiiuae/falcon-7b-instruct,Instruct,7.0,2,521,10,0.3641648355871439,0.6930705606937408,0.0, The Hork-Bajir Chronicles.
tiiuae/falcon-7b-instruct,Instruct,7.0,3,498,42,0.9326848898171669,1.000837855041027,0.0," Yes, the Laleli Mosque and Esma Sultan Mansion are located very close to each other, with the former just meters away. They are both prominent historical sites in the city of Algiers, Algeria."
tiiuae/falcon-7b-instruct,Instruct,7.0,4,334,13,0.6292397603392601,0.13882051408290863,0.0," The director is based in Greenwich Village, New York City."
tiiuae/falcon-7b-instruct,Instruct,7.0,5,447,3,0.82277310701708,0.6201033592224121,0.0, WINNER
tiiuae/falcon-7b-instruct,Instruct,7.0,6,436,8,0.44506818475201726,0.8080300688743591,0.0, Indriati Iskak.
tiiuae/falcon-7b-instruct,Instruct,7.0,7,423,5,1.025207868590951,0.8693913221359253,0.0," 7,201"
tiiuae/falcon-7b-instruct,Instruct,7.0,8,448,6,0.7543120058253407,1.1861311197280884,0.0, Terry Richardson is older.
tiiuae/falcon-7b-instruct,Instruct,7.0,9,387,18,1.388182472023699,1.1430750340223312,0.0, Yes. The United States is the country in which Local H and For are from.
tiiuae/falcon-7b-instruct,Instruct,7.0,10,512,8,1.5507878810167313,0.8325490355491638,0.0," ""We Are the Champions"""
tiiuae/falcon-7b-instruct,Instruct,7.0,11,399,5,0.40572440922260283,0.3496065139770508,0.0, David Weissman.
tiiuae/falcon-7b-instruct,Instruct,7.0,12,497,4,0.8390675038099289,0.6452412605285645,0.0, 1986
tiiuae/falcon-7b-instruct,Instruct,7.0,13,424,20,0.47382212181109934,0.589023869112134,0.0," Yes, Random House Tower and 888 7th Avenue are both used for real estate."
tiiuae/falcon-7b-instruct,Instruct,7.0,14,374,19,0.7948867987449232,0.5906080491840839,0.0,"
The football manager who recruited David Beckham managed Manchester United during the 1990s."
tiiuae/falcon-7b-instruct,Instruct,7.0,15,345,21,0.8582304513880185,1.0668203830718994,0.0," It is located in the United States, which has an estimated population of over 329 million people."
tiiuae/falcon-7b-instruct,Instruct,7.0,16,448,20,0.4149819563841447,0.47562845386564734,0.0, The Vermont Catamounts men's soccer team currently competes in the America East Conference.
tiiuae/falcon-7b-instruct,Instruct,7.0,17,398,15,0.7312685320153832,0.2788614556193352,0.0," Yes, both Giuseppe Verdi and Ambroise Thomas are Opera composers."
tiiuae/falcon-7b-instruct,Instruct,7.0,18,472,17,0.6357821624397355,0.30990506638772786,0.0, Richard Milhous Nixon served during the years 1969-1974.
tiiuae/falcon-7b-instruct,Instruct,7.0,19,280,4,0.5735315843485296,0.8249366283416748,0.0, Henry Roth.
