dataset,sample_id,prompt_len,generated_len,text,rep_ratio,mean_fi,first20_fi,mean_phi_a,mean_phi_e,mean_phi_d,mean_attention,mean_entropy,mean_drift,static_flips,hysteresis_flips,model,dataset_url
HotpotQA,15,326,54,"

Solution: Brown State Fishing Lake is in a country that has a population of how many inhabitants ?

Question: This lake is 58,972 acres. How much area is not used as a lake?
Answer: A

Answer: A",0.0196078431372549,0.45751944108942405,0.5109198458408936,0.13053385416666666,0.49765157017522793,0.9245113994457105,0.8694661458333334,2.0103554905357734,52.53897137112088,7,3,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,16,404,64,"
 eastern college athletic conference (ECAC-N)
 Atlantic 10 Conference (Division I)
 Hockey East Conference
 Merrimack Valley Conference
 Massachusetts–Dartmouth League
 New England Football Conference (Division III)
 Pioneer Valley Conference
 Northeastern Athletic Conference (Division III)
 Northeast Conference",0.08196721311475409,0.6101490171294541,0.5823510533440613,0.36177825927734375,0.6440562261119147,0.9600721371173859,0.6382217407226562,1.3852291344301193,55.388458132743835,1,1,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,17,393,37," Yes.
Question: Which was more successful?
Answer:
? Ambroise Thomas
Question:Which composer went to your elementary school?
Answer:Ambroise Thomas",0.029411764705882353,0.4799183263195146,0.4532087503731447,0.22480732685810811,0.49154774512920746,0.8718147391241949,0.7751926731418919,1.9771589658953048,48.216848579612936,5,3,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,18,439,64," Nancy A. Counter was Assistant Secretary of Health and Scientific Affairs during the administration of what years?

References

http://www.memorial.edu/sites/WebArchive/Document/Office_of_Science_and_Technology/LSA_Guidance_on_Political_Partisans",0.0,0.6433221375873147,0.6428681786609324,0.5037002563476562,0.5628261455270388,0.9794115364551544,0.49629974365234375,2.237598815379897,61.258700489997864,1,1,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,19,262,7," Henry Roth

External links",0.0,0.4658162231799355,0.4658162231799355,0.11453683035714286,0.6053956184620247,0.8324520983014788,0.8854631696428571,1.6321869024208613,48.027627672467915,0,0,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,20,401,64," Sergio Pérez Mendoza: Sergio Pérez Mendoza (    ; born 26 January 1990) also known as ""Checo"" Pérez, is a Mexican racing driver, currently driving for Force India. He was born on 26 January 1990 in Mexico City, Mexico. While dominating throughout",0.06557377049180328,0.5689894298710211,0.5559586522701719,0.110931396484375,0.805815241449726,0.9703261470794677,0.889068603515625,0.7599792912484418,58.81258922815323,8,1,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,21,393,64," Kate Higgins did voice 4 out of the 22 hedgehogs in ""Winnie the Pooh and the Blustery Day"".

Question: What one of the group also voices seven out of the 22 hedgehogs in the ""This Is the House That Jack Built""?
Answer: Kate Higgins did voice 4",0.11475409836065574,0.6045076544354809,0.6041118467358019,0.3848686218261719,0.6033548222469299,0.9575440716743469,0.6151313781738281,1.6383898707081244,56.01760470867157,3,1,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,22,414,64," Apple TV and some latest models of iMac

Answer: Universal Remote for Apple TV

Teacher’s guidance: Using the examples above, you can use your notes from the presentation to answer the questions that the student raised in their journal. You can also add the audience of Apple Remote to the list",0.0,0.4975236081617798,0.4277367769197413,0.3881034851074219,0.28989436570738786,0.9632767444849014,0.6118965148925781,2.889083610207308,58.30952230095863,11,3,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,23,431,64," Wolf Alice have a higher instrument to person ratio, with 13 musicians (including the singer) and nine instruments present. However, Badly Drawn Boy have a lower instrument to person ratio, with 10 musicians and four instruments present.

Question: The instrument in Badly Drawn Boy's song ""One Week"" has a",0.06557377049180328,0.4962348567719087,0.4596846817153456,0.1638946533203125,0.5447561338614354,0.9600493943691254,0.8361053466796875,1.8527201474935282,57.63867270946503,6,3,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,24,375,64," Kasper Völter von Schmeichel was my German grandfather.

3. Determine the country that nominated Völter in 1992.

Answer: Germany

4. Make a world map of the sport in which Kasper won the Best Goalkeeper accolade in 1993.
",0.01639344262295082,0.47735607728152996,0.4248332710272975,0.212005615234375,0.4329534262359007,0.9640805280208588,0.787994384765625,2.3313751304376638,57.04673391580582,5,5,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,25,405,64," These Boots Are Made for Walkin' is a 1967 song by singer Nancy Sinatra from her debut solo album, Nancy.

The song was written by Amy Essex and titled ""These Boots Are Made for Walkin'"" when it was initially performed by Amy Essex on the UK singles chart on July 12, 1967,",0.04918032786885246,0.5651768337784022,0.586144545140186,0.33661651611328125,0.5322098448440604,0.9770271265506745,0.6633834838867188,1.9172810433956329,58.01049190759659,9,1,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,26,383,64," Virginia Commonwealth University

Question: The 2011–12 VCU Rams men's basketball team, led by third year head coach Shaka Smart, represented Virginia Commonwealth University which was founded in which year?
Answer: 1838

Question: The 2011–12 VCU Rams men's basketball team, led by third",0.26229508196721313,0.6433545197285044,0.6080937418275891,0.27886962890625,0.8355255683935339,0.9574908769130707,0.72113037109375,0.6250028401045711,56.42321139574051,1,1,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,27,273,64," Yes, both were published as a genus in 1810.

Problem: We have been told that the genus Dictyosperma was published a year before Huernia, and this seems to be true, since Dictyosperma appeared first in a catalogue of medicinal plants in 1809.",0.04918032786885246,0.45583297302089415,0.4347511187038924,0.1208648681640625,0.47319707543402295,0.9674721974134446,0.8791351318359375,2.0880929448321695,59.40824720263481,8,8,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,28,384,64," His name is...

Answer the question using the evidence. Keep the answer concise.

Evidence:
Chrysler: Chrysler Corporation is a United States multinational corporation headquartered in Auburn Hills, Michigan, United States. The company is a major passenger car manufacturer and the eighth largest automotive manufacturer in the world based on",0.0,0.5037040694091582,0.5326153397888227,0.1212158203125,0.6124537617064274,0.9634356987476349,0.8787841796875,1.5585788114003662,60.96928721666336,9,1,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,29,390,10, St. Andre (Goa Assembly constituency),0.0,0.5233211369916404,0.5233211369916404,0.15185546875,0.7078220709178009,0.8593648986816407,0.84814453125,1.184356426075101,50.0900260925293,1,1,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,30,391,64," ""Shut Up, Make Love"" was released in 2001 as part of the collection of the compilation album ""Girl Talk!""

Question: What is an obscure ZZ Top song?
Answer: The obscure ZZ Top song (and Rock Award in Australia of the year 2000 for best local band) is ""Way",0.03278688524590164,0.5337726450802706,0.560981714349044,0.31558990478515625,0.4720585995747426,0.9692646932601928,0.6844100952148438,2.195504458490177,55.552633821964264,13,1,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,31,343,64," Buck-Tick is from Whatcom County, Washington.  They have been active since 1983, when their original drummer, Sakurai, joined the band.  In 2006, Sakurai, the band's singer-songwriter for the last 20 years, died from stomach cancer, aged 52.

Explan",0.01639344262295082,0.455242854542586,0.44474948716781243,0.11980438232421875,0.483508673841195,0.9523722630739212,0.8801956176757812,2.002106006810209,58.60215774178505,9,3,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,32,297,53,"**François Coli**

Editorial Comment: Not bad. Not as good as Jean Moulin, Georges Félix Madon,  or ""Lady"" Ramon Mardieu, however it was not a bad guess.",0.0,0.41372074892959915,0.412316339484563,0.11867998231132075,0.37975949986958957,0.9333317242028578,0.8813200176886793,2.724422078702669,54.22949035212679,4,4,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,33,382,64," No.

Answer the question using the best evidence.

Explanation

Contextual Information
The two films were made in 1995, a time when information technology was alien to most Americans and the internet was still in its infancy. The film Hacker is referenced in the name ""Hackers"" which is",0.0,0.4465919650912187,0.46387247897684575,0.13927459716796875,0.4241675393410811,0.9696939498186111,0.8607254028320312,2.3218148383311927,59.577941566705704,6,3,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,34,428,38," Letters to Cleo.

Question:  In what way, if any, are the songs of both bands similar?
Answer: The songs of both bands are very similar.",0.02857142857142857,0.5224274604756015,0.5142694898827713,0.29061729029605265,0.5096343340361207,0.9112341097781533,0.7093827097039473,1.9054970525229644,52.560960016752546,6,1,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,35,565,64," During the Russian Civil War, the Red Army defeated and eventually conquered all other forces of the old regime.

Prepare a timeline of events: The April, 1917 Bolshevik coup.
Look at the dates and time of the Bolshevik Revolution.
Look at the Red Army's battles against the armies of the old regime",0.04918032786885246,0.5680394720156237,0.5883311650313828,0.5230979919433594,0.3419253227595044,0.9565056490898132,0.4769020080566406,2.6255291900597513,54.224305272102356,3,1,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,36,410,64," Enrico Fermi (1901–1954) was an Italian physicist that has worked in France since his accidental stay in the country in 1926. Enrico Fermi was born in Rome on 29 September 1901. His father was an architect and his mother was a widow. By 1927, Enric",0.04918032786885246,0.48462687301649565,0.5083665390065379,0.1323089599609375,0.5421010031022888,0.9678717517852784,0.8676910400390625,1.782519430405955,57.90648192167282,10,4,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,37,345,64," World War I (1914-1918)

Question: Over 5,000 British soldiers and over 1,000 British sailors had died in the First World War. Over 20,000 British men had died in which of the following battles?
Answer: The Somme, Battle of Passchendaele",0.0,0.5946613467637325,0.5731735376235293,0.39410400390625,0.5587487521352159,0.965830727815628,0.60589599609375,1.714342979112189,56.262606143951416,3,1,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,38,421,64," Both Elko Regional Airport and Gerald R. Ford International Airport are located in Nevada. The Grand Rapids airport is also in Michigan, north of Lansing and the city is a suburb of Grand Rapids and home of the Grand Rapids Griffins NHL team.

Question: How many airports are there in the United States?
",0.0,0.5115465268709981,0.5636744053597855,0.14599609375,0.6053358423479183,0.965122178196907,0.85400390625,1.570171138344449,57.49237617850304,13,3,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,39,424,64," Princeton University

Question: What are some of the characteristics of the work of two psychologists in the 1960s?
Answer: Goodrad, David, Walker, William.  1960.  The Ethical Treatment of Animals.  Louisville: University of Louisville Press.

Question: What is the scientific name for",0.03278688524590164,0.4464399862928181,0.4147845908515155,0.1696624755859375,0.3973938313674329,0.9579486203193665,0.8303375244140625,2.868245297402609,55.34166347980499,4,4,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,40,324,64," The English Setter and Scottish Collie are closely related.  However, the English Setter has more body structure in its shoulders, torso and shoulders than the Scots Collie.  Besides these relatively small differences, both the English Setter and Scotch Collie resemble closely the current Manchester Terrier.

 Disclaimer
",0.03278688524590164,0.483730250256581,0.4793662933076389,0.16472625732421875,0.5168980908034044,0.9477016621828079,0.8352737426757812,1.9978169397290912,56.250958770513535,12,3,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,41,346,64," I'm not familiar enough with the company to give a detailed answer, but there are probably some obvious clues in the name of the company and the fact that they're hiring in their headquarters in Malaysia. Perhaps you could use the company as a clue in the search.

You could also use some of the other clues",0.0,0.4066866638519997,0.4016549979879668,0.14678192138671875,0.30324747115618694,0.9673491215705872,0.8532180786132812,2.80408333404921,57.93646788597107,0,0,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,42,389,64," My Hero Academia (Manga, Japanese:マッピー大乱闘師 students Bakiō Kenō)  was created and illustrated by Kohei Horikoshi, better known under his pen name, Todoroki. It was published in 2016 by Shueisha and debuted in the",0.0,0.45960111515393165,0.42518362427022505,0.14658355712890625,0.4457495004412761,0.9798214685916901,0.8534164428710938,2.421566845594498,60.8425315618515,6,1,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,43,424,64," It secured a beautiful landscape, the Tirana National Park which today protects the kharraza Marshes, a wetland formation based on brackish marshes. It secured a tradition of battle sports, including the Downhill Jeep Competition and downhill mountain bike races, which to some extent are still part of the",0.0,0.410171046137096,0.36344015886673803,0.166717529296875,0.2829298143707044,0.9778343975543976,0.833282470703125,3.3500605931913015,63.29759865999222,2,2,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,44,539,64," James J. Hunter: James J. Hunter (born February 14, 1934) is an American businessman and politician who served as the 47th U.S. Secretary of the Department of Labor during the administration of President Bill Clinton.  Previously, from 1978 to 1982, he served as the president of American Millwork Products",0.01639344262295082,0.5972568583335516,0.48156784439430034,0.3960304260253906,0.5583177131828913,0.9737339532375335,0.6039695739746094,1.8621071363304509,57.97347831726074,5,1,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,45,363,64, In Medieval Scotland the sea was the main threat to castle defence. In medieval times the use of the castle fortifications was primarily on the east coast of Scotland. Portsoy was one of the principal coastal fortifications at Portsoy (Scottish Gaelic ‘Pór Oisig’) on,0.0,0.42957878583750386,0.37007100616513117,0.17823410034179688,0.32935050879436617,0.9720498704910279,0.8217658996582031,2.7868805381440325,59.64085376262665,7,3,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,46,644,64," The idea for the tune ""Until The Sea Runs Dry"" came from various anthropological sources including a list of words on a tombstone for Colonel Nathaniel West, I think, by Pope Pius XII.   However, the song (""which featured in a speech by Winston Churchill in support of a now demolished Japanese air",0.0,0.5235890834308596,0.5184829396127086,0.4438285827636719,0.2937324265005851,0.9730052042007447,0.5561714172363281,3.2748799939872697,59.787400901317596,12,1,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,47,608,64," A more polite response? Perhaps. More serious? Perhaps not. Mostly it comes off as overly respectful, if not outright appreciative, of his taking the time to respond to a question, but that's just me.The answer is ""Question"": In the early 1980s, Mikhail Suslov – better known in",0.0,0.4512850607095032,0.41389774614258823,0.27591705322265625,0.29135409910277776,0.9557772189378737,0.7240829467773438,3.1251384495553793,59.65369710326195,7,3,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,48,367,64," No
Origin of question: The so-called 'silene' (=teasal -nutt).
Arguments for answer: Silene (the specific name of the genus) is a ""dioecious annual herb in the family Caryophyllaceae"", whereas the yellow plant (ferocactus)",0.0,0.44506694509815514,0.4106207639594611,0.1601409912109375,0.39657745997767624,0.9688337504863739,0.8398590087890625,2.698234318449977,59.549917817115784,6,2,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,49,458,64, The British E-7 Valiant is commonly used as an example of the first-generation jet-powered medium bomber.  Amongst its notable features were its Pratt & Whitney PT6-108 engine (after the model of the same name) and the use of a wing-mounted fly-by-wire control system.,0.0,0.6237114639355729,0.6019136842691193,0.5695877075195312,0.4353256058902939,0.9740496754646301,0.43041229248046875,2.5460130186475,59.7579111456871,1,1,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,50,420,64," 2017 Pac-12 Conference
Reasons: (a) In 2011 and 2014, the Pac-12 added two new members for the second time in its history, who both qualified for the division by virtue of being a sub-regional division of another conference.  This means that that both Colorado State and California were",0.0,0.5517671033468076,0.5544644928273843,0.45626068115234375,0.371748833067709,0.9566029572486877,0.5437393188476562,2.4418972574785585,56.51418608427048,5,1,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,51,247,64," Tazweed Center was not among the companies interested in Euromarché until earlier in 2016, when the supermarket chain Distribuidora Oriental de Petróleo y Crudo (DOP), owned by General Electric (GE), offered $760 million for the operator of several hypermarkets, along with a",0.0,0.4527744133604114,0.44690019075802867,0.14110565185546875,0.43502745751328276,0.9762901699542998,0.8588943481445312,2.4265286075533368,58.44874310493469,6,3,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,52,418,64," The Indianapolis Motor Speedway

Question: What race track has had three different garages in its history?
Answer: The Indianapolis Motor Speedway

Question: The Indianapolis 500 is a who?
Answer: The Indianapolis 500

Question: At which location in Virginia and Ohio does the race finish?
Answer:",0.18032786885245902,0.5080972429899664,0.4613662889267466,0.2267608642578125,0.5129456860077641,0.951447628736496,0.7732391357421875,1.92266290038242,54.23263078927994,9,1,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,53,475,64," New York City: The ""Prince of Tenors"" (born Vincenzo Gatti, August 20, 1940, Luna de Castro, Cosenza, Italy) was one of the world's best-known opera performers and singing couples, singing with and/or representing Nicola Benedetti, Christine Goerke",0.0,0.510595529347361,0.5183475963100792,0.27884674072265625,0.44265483055711036,0.9765105694532394,0.7211532592773438,2.304226539185038,61.10141459107399,11,3,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,54,388,64,"

Question: What is the first name of the singer, who wrote the album's lead single, ""I Need Your Love""?
Answer:

Question: What is the first name of the singer, who wrote the album's lead single, ""Outside""?
Answer:

Question: What is the",0.4426229508196721,0.5602647753964074,0.454026435463052,0.255462646484375,0.6423817015574681,0.9329844850301743,0.744537353515625,1.420848066889448,53.431612461805344,3,1,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,55,553,64," Marion, South Australia.

Therefore, the answer to the question is Poona (Maharashtra, India).

Take Home Test:

Answer the questions using the evidence. Keep the answer concise.

Evidence:
Why we have Indian Dr. Abdu Ali at Geraldton Sports Ground",0.0,0.5032279845765535,0.48294553909754667,0.29982757568359375,0.4184027611333141,0.9474239516258239,0.7001724243164062,2.606779547815677,54.67052114009857,8,1,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,56,481,17," ONNI ONNI ONNI

References

External links",0.21428571428571427,0.5477327009112842,0.5477327009112842,0.3871495863970588,0.4593746406559605,0.9283669684914981,0.6128504136029411,2.226657630766139,55.007496553308826,1,1,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,57,274,64,"
Keith Bostic: Keith W. Bostic (born June 22, 1959, in Washington, D.C.) is a former software engineer, currently the founder and CEO of the open source software distributor company OpenSUSE and a Free Software enthusiast and advocate, who created the first version of the BSD Linux kernel",0.0,0.4541247091140279,0.4774997082641348,0.10874176025390625,0.47718405310481193,0.974454345703125,0.8912582397460938,2.142774708918296,60.33479481935501,4,2,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,58,421,64," 40,976 (You need not answer with an estimate of more than 35,000 for the census purposes.)
Evidence: According to Wikipedia the 2001 census of England and Wales: Edinburgh City Council Election 2001: In the 2001 local election held on 21 May 2001, the City of Edinburgh Council was returned as a single",0.0,0.5616512975676635,0.5379835281666172,0.4426116943359375,0.41339939976981105,0.9596673196554184,0.5573883056640625,2.3673246291582473,56.344128459692,6,1,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,59,366,13," Yes

References

Flax
Quercus",0.0,0.43270489778294247,0.43270489778294247,0.22430889423076922,0.3302193571802092,0.9096182603102464,0.7756911057692307,2.7406297406324973,54.587078681358925,0,0,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,60,456,64," Larry Brown was an elite point guard in the NBA during the 1990s, and served as head coach for the Charlotte Hornets for five seasons.

Answer: Alonzo Mourning is an elite center in the NBA during the 1990s, and was a member of the Charlotte Hornets during their 1992–93 season.",0.09836065573770492,0.6149156401869003,0.5677241610833688,0.37554931640625,0.6335118399677795,0.9718670785427094,0.62445068359375,1.4320996722431119,59.71679753065109,1,1,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
HotpotQA,61,424,26," Steven Spielberg

This illustration, with full credit, is kindly presented by:Deirdre Tallman Waddell.",0.0,0.43262932966421797,0.4405738714659881,0.2642352764423077,0.2589322489991724,0.945235727750338,0.7357647235576923,3.5843434553020277,56.98430692232572,2,2,facebook/opt-2.7b,https://huggingface.co/datasets/hotpotqa/hotpot_qa
